,S&P 500 Index,SCHG,SCHV,Invesco Funds - Invesco Global Investment Grade Corporate Bond Fund,iShares Core Global Aggt Bd ETF USD Dist,PIMCO GIS Asia Strategic Interest Bond Fund,"JANUS HENDERSON US SHORT TERM BOND ""A2"" (USD) ACC",Neuberger Berman High Yield Bond,Bloomberg Global-Aggregate Total Return Index Value Unhedged USD,MSCI World Index,MSCI World Net Total Return USD Index,AQUMON MPF Composite Index,AQUMON MPF Bond Index,AQUMON MPF Mixed Index,AQUMON MPF DIS Index,AQUMON MPF Equity Index,AQUMON MPF Equity Global Index,AQUMON MPF Equity US Index,AQUMON MPF Equity Europe Index,AQUMON MPF Equity Asia Index,AQUMON MPF Equity Greatchina index
2014-01-16,1.2995,72.38721,9.88,,,,16.55,14.04,455.4559,1659.34,4328.009,0.997205505,1.001159821,1.000228439,1.003948036,0.992648283,1.008080549,1.007606397,1.026275847,0.982304668,0.97935724
2014-01-17,1.2968,72.30397,9.89,,,,16.55,14.05,455.4774,1657.32,4322.781,0.998846771,1.00155378,1.001744112,1.004261712,0.995063373,1.008012438,1.004170816,1.028071005,0.986205588,0.984836633
2014-01-20,1.2977,72.30397,9.9,,,,16.55,14.05,455.8842,1657.11,4322.251,0.996210531,1.001676814,0.999707882,1.003795066,0.990457043,1.006926147,1.003811172,1.02509894,0.979929242,0.97623643
2014-01-21,1.2993,72.40802,9.89,,,,16.55,14.06,455.46,1659.49,4328.513,0.997633923,1.001218289,1.000621288,1.003948036,0.993304868,1.008411293,1.006659018,1.025250514,0.983479173,0.980340678
2014-01-22,1.3012,72.51207,9.89,,,,16.54,14.06,455.3535,1661.74,4334.713,0.999428317,1.001092257,1.002637775,1.004101005,0.995957656,1.010178161,1.008512355,1.025258142,0.986812624,0.983892203
2014-01-23,1.2937,72.01263,9.88,,,,16.55,14.05,457.8398,1650.45,4305.375,0.993275644,1.001265307,0.997346814,1.00348139,0.985700364,1.002318106,1.000818069,1.022320457,0.974639059,0.971555132
2014-01-24,1.2682,70.59756,9.87,,,,16.55,14,459.1957,1618.36,4221.675,0.983730179,1.001738038,0.987583065,0.998929215,0.970923228,0.983991874,0.979948277,0.999990692,0.962568298,0.957895507
2014-01-27,1.2487,70.03569,9.84,,,,16.54,13.98,458.7857,1604.92,4186.729,0.973267148,1.001665894,0.977049887,0.994063364,0.954908645,0.975294593,0.973396872,0.98970897,0.942688416,0.936804392
2014-01-28,1.2512,70.31663,9.81,,,,16.55,13.98,458.5947,1611.35,4203.517,0.975216975,1.001773581,0.979022756,0.9951651,0.957834172,0.980742784,0.97892296,0.99671471,0.944090276,0.937826139
2014-01-29,1.2485,69.99407,9.82,,,,16.55,13.97,459.5201,1603.67,4184.027,0.97831153,1.001910812,0.982005493,0.996894188,0.962614374,0.977001439,0.970645647,0.991891399,0.954029801,0.947153731
2014-01-30,1.2459,70.17096,9.81,,,,16.55,13.98,458.346,1607.46,4194.08,0.976521213,1.001847111,0.979241498,0.995325807,0.960672722,0.980383466,0.980500832,0.990302351,0.949131027,0.942366548
2014-02-04,1.2204,68.54779,9.79,,,,16.56,13.95,459.8792,1569.93,4096.264,0.960235418,1.002558554,0.961390893,0.988738605,0.936468148,0.956615534,0.958590748,0.969566307,0.924052202,0.917048635
2014-02-05,1.2251,68.68305,9.79,,,,16.55,13.95,460.1014,1572.37,4103.223,0.959148628,1.002698634,0.961792824,0.989526664,0.933525896,0.956920234,0.957813855,0.972681036,0.919198725,0.910260977
2014-02-06,1.2399,69.58828,9.8,,,,16.55,13.98,459.8092,1592.69,4157.033,0.964987354,1.002478117,0.967859106,0.992036075,0.942452283,0.96784132,0.967315364,0.98765535,0.926742676,0.917336046
2014-02-07,1.2541,70.41027,9.82,,,,16.56,14.01,460.5321,1611.78,4206.939,0.972593492,1.002835899,0.975811538,0.99643528,0.953692649,0.979665126,0.980628055,0.996132022,0.937927051,0.928567832
2014-02-10,1.26,70.61837,9.83,,,,16.57,14.03,460.8938,1616.78,4220.029,0.973436797,1.003103754,0.977483659,0.997062633,0.954182146,0.981009681,0.982723473,0.998121332,0.937788605,0.927458006
2014-02-11,1.27,71.38834,9.84,,,,16.56,14.05,460.7995,1634.47,4266.361,0.981129129,1.003399344,0.984640541,1.000360103,0.96629558,0.992318872,0.991843982,1.011367821,0.950352011,0.942002152
2014-02-12,1.2766,71.56522,9.84,,,,16.56,14.07,459.3622,1637.71,4276.225,0.986424779,1.002999703,0.98892584,1.001454101,0.975474764,0.996151459,0.994180397,1.01571246,0.962431544,0.955481336
2014-02-13,1.2792,71.80454,9.84,,,,16.57,14.08,461.3069,1643.19,4290.74,0.984858992,1.003409866,0.987999196,1.001928484,0.972330262,0.997801594,0.998335161,1.016696384,0.956559428,0.949693927
2014-02-14,1.2826,72.11668,9.85,,,,16.57,14.09,461.9673,1650.12,4308.993,0.988265411,1.004205252,0.99046249,1.003183189,0.977901806,1.001958066,1.002893288,1.024780188,0.96229036,0.955473793
2014-02-17,1.2859,72.11668,9.86,,,,16.57,14.09,462.1913,1653.55,4318.353,0.992322015,1.004562532,0.994319329,1.00553963,0.984115001,1.00455056,1.003374982,1.02917839,0.970419774,0.96378768
2014-02-18,1.2895,72.5745,9.87,,,,16.58,14.11,462.8092,1660.54,4336.907,0.994197518,1.004617169,0.99775839,1.007582395,0.985719864,1.009852788,1.00559888,1.030152382,0.971090729,0.963726967
2014-02-19,1.2849,72.356,9.88,,,,16.58,14.14,462.6779,1655.04,4323.485,0.99398567,1.00466651,0.997118301,1.006480659,0.985710329,1.007001522,1.000549081,1.031357029,0.972307257,0.96543278
2014-02-20,1.2817,72.39762,9.87,,,,16.58,14.15,461.4578,1656.01,4326.319,0.989428852,1.003763915,0.992098787,1.004124218,0.979552284,1.006993903,1.004249616,1.028334656,0.962870949,0.955733076
2014-02-21,1.2853,72.55369,9.88,,,,16.59,14.16,461.9167,1659.85,4336.605,0.99266317,1.003506983,0.995945056,1.005853307,0.984180234,1.009781226,1.005087076,1.034013705,0.968327653,0.95942919
2014-02-24,1.2891,72.92827,9.9,,,,16.59,14.19,461.9519,1668.31,4359.093,0.99116627,1.003716085,0.995449463,1.006014014,0.980960002,1.013553987,1.009783061,1.039690021,0.961109911,0.950165743
2014-02-25,1.2936,72.98029,9.92,,,,16.6,14.21,463.1257,1669.41,4362.095,0.991066193,1.003946463,0.995916924,1.006802073,0.980226651,1.013708275,1.010343994,1.040279,0.959805197,0.946701347
2014-02-26,1.2919,72.79301,9.94,,,,16.6,14.22,462.8596,1664.85,4350.774,0.992668478,1.004092975,0.9963165,1.00696278,0.983578668,1.012424739,1.009296587,1.036258834,0.965890157,0.953714259
2014-02-27,1.2963,72.96989,9.94,,,,16.6,14.24,463.9009,1668.4,4360.991,0.997578253,1.004723486,0.999974631,1.009319221,0.99180119,1.015694158,1.014495044,1.033974016,0.977159192,0.968149996
2014-02-28,1.2996,73.27163,9.95,,,,16.6,14.26,465.0965,1675.4,4379.393,0.999229794,1.005169558,1.002221464,1.01026025,0.993626121,1.019258137,1.016547503,1.042164423,0.977670352,0.968068283
2014-03-03,1.2844,72.41843,9.96,,,,16.61,14.25,465.9569,1655.42,4327.614,0.991624775,1.005214105,0.994526038,1.007597871,0.981965235,1.005664776,1.01035966,1.017347389,0.967516648,0.956751797
2014-03-04,1.2984,73.39649,9.94,,,,16.6,14.26,464.2631,1677.85,4386.304,0.996754012,1.004836352,1.000083712,1.009479928,0.989723069,1.019087488,1.023656314,1.036892041,0.97154503,0.962199165
2014-03-05,1.2962,73.45892,9.95,,,,16.6,14.25,464.2593,1679.06,4390.368,0.997055672,1.004635793,1.000676712,1.009793605,0.990062234,1.019720318,1.025316036,1.037252679,0.971632035,0.959335357
2014-03-06,1.3029,73.78148,9.95,,,,16.6,14.24,464.0107,1686.11,4409.698,1.000931406,1.005054133,1.004453673,1.010887603,0.995883037,1.023820381,1.026384165,1.043741511,0.978429545,0.964978773
2014-03-07,1.3021,73.57338,9.95,,,,16.59,14.21,463.4342,1681.17,4397.021,0.999920685,1.004982761,1.00332614,1.009472191,0.994459003,1.020734427,1.02604399,1.036126856,0.978102796,0.964141921
2014-03-10,1.2947,73.36528,9.94,,,,16.59,14.2,463.682,1676.53,4384.995,0.993050994,1.004216897,0.997777319,1.00775084,0.983236389,1.016153024,1.025363506,1.030698473,0.963034817,0.947741934
2014-03-11,1.2919,73.17799,9.94,,,,16.59,14.21,463.655,1672.19,4373.756,0.992927185,1.004213836,0.997266478,1.007276457,0.983357654,1.013306947,1.021101917,1.029833382,0.964618436,0.948664289
2014-03-12,1.287,72.92827,9.94,,,,16.58,14.19,464.705,1665.55,4358.158,0.986737274,1.004248873,0.991423567,1.006343165,0.973530097,1.00881849,1.021380644,1.022152319,0.951816161,0.935877247
2014-03-13,1.2765,72.30397,9.94,,,,16.59,14.2,466.5708,1651.68,4322.108,0.983590329,1.004941767,0.988111373,1.004927753,0.968443319,0.999026625,1.010804375,1.013629598,0.949102716,0.931119914
2014-03-14,1.2698,71.84616,9.93,,,,16.59,14.18,467.0421,1641.13,4294.567,0.977662211,1.005127206,0.981858398,1.002732019,0.959476222,0.99318053,1.0071694,1.002850545,0.93887944,0.920878334
2014-03-17,1.2698,72.40802,9.92,,,,16.58,14.19,466.6522,1653.94,4328.269,0.979463485,1.005200378,0.983957706,1.003359372,0.961971222,1.000766181,1.014392888,1.014924103,0.938190329,0.919510858
2014-03-18,1.2818,72.90746,9.92,,,,16.59,14.2,466.8645,1665.49,4358.573,0.98375521,1.00519374,0.988802549,1.006190196,0.968139327,1.008412415,1.022342661,1.022496041,0.943562274,0.924840204
2014-03-19,1.2733,72.5745,9.94,,,,16.57,14.22,465.682,1658.05,4339.308,0.982750459,1.00454984,0.987459817,1.003826017,0.967210753,1.004574683,1.018845795,1.021479591,0.943721774,0.925805377
2014-03-20,1.272,72.41843,9.93,,,,16.57,14.19,462.8794,1654.32,4329.718,0.975070228,1.002041569,0.979456618,0.999273842,0.956998191,1.002239949,1.022359204,1.013838278,0.929356155,0.910695307
2014-03-21,1.2719,72.38721,9.9,,,,16.57,14.21,463.4368,1653.38,4327.661,0.977930234,1.002015565,0.981284175,1.000214871,0.962243324,1.000605356,1.018782078,1.015320536,0.938009851,0.921631125
2014-03-24,1.2761,72.04385,9.92,,,,16.57,14.22,463.967,1645.97,4308.508,0.981356257,1.002410175,0.983270385,1.00194396,0.968459484,0.9977311,1.013185117,1.005153749,0.950262823,0.935908009
2014-03-25,1.2843,72.48086,9.91,,,,16.58,14.22,464.1012,1655.69,4334.138,0.980809152,1.002792577,0.983480935,1.002571312,0.966803413,1.002371764,1.014447366,1.016651631,0.944883542,0.929534319
2014-03-26,1.2838,72.43924,9.92,,,,16.58,14.23,464.9092,1654.34,4331.029,0.984660831,1.00320022,0.986953948,1.004927753,0.972817314,1.002819265,1.008957244,1.024065007,0.953644967,0.937928632
2014-03-27,1.2854,72.43924,9.94,,,,16.59,14.22,465.3793,1653.12,4331.077,0.983692894,1.003638032,0.986623384,1.006029489,0.970579807,1.002425027,1.006435833,1.021386148,0.951037209,0.933281003
2014-03-28,1.2929,72.82422,9.97,,,,16.58,14.23,464.4846,1661.84,4354.084,0.988315594,1.003749375,0.990607752,1.007284194,0.978148887,1.008180806,1.009618219,1.027520502,0.959836589,0.943468931
2014-03-31,1.2999,73.35487,9.98,,,,16.59,14.24,464.7806,1673.87,4385.731,0.992252142,1.003721866,0.995091328,1.009640635,0.983786276,1.015096655,1.01751792,1.032992603,0.964872594,0.947789321
2014-04-01,1.3073,73.78148,9.99,,,,16.59,14.25,464.2958,1683.7,4411.704,0.998608863,1.004031337,1.000675109,1.011997076,0.994026172,1.022388377,1.025388073,1.04004159,0.976595367,0.960730977
2014-04-02,1.3101,73.95836,10,,,,16.58,14.25,463.1998,1687.46,4422.087,1.000177657,1.003656093,1.002222342,1.011370661,0.996650779,1.025281377,1.029304146,1.040993214,0.979197936,0.96279581
2014-04-03,1.3112,73.86471,10,,,,16.59,14.26,462.7606,1685.14,4416.248,1.000092282,1.003184516,1.002108715,1.011841796,0.996794255,1.024197667,1.027310489,1.040640337,0.979969396,0.964748058
2014-04-04,1.3042,73.47973,9.99,,,,16.6,14.27,464.1799,1676.25,4393.46,0.998315405,1.003745459,1.000330061,1.012784065,0.993769754,1.018787977,1.015059776,1.043773993,0.977922272,0.961875381
2014-04-07,1.2941,72.72017,10.02,,,,16.6,14.27,465.5974,1659.29,4349.136,0.99330103,1.004452779,0.994507943,1.010101951,0.986341628,1.008299445,1.002502957,1.034399248,0.972130053,0.955840831
2014-04-08,1.3035,72.92827,10.02,,,,16.6,14.27,467.1773,1663.77,4361.456,0.995949307,1.005157215,0.996303427,1.011997076,0.990707448,1.008850025,1.004484222,1.027871263,0.979070695,0.964815287
2014-04-09,1.3097,73.44852,10.03,,,,16.61,14.27,467.7761,1675.32,4392.197,1.001147721,1.006031227,1.000395337,1.013576348,0.999097266,1.017577691,1.014904576,1.035356604,0.987227596,0.973589835
2014-04-10,1.3014,72.60572,10.04,,,,16.62,14.28,469.8617,1656.09,4342.091,1.00301427,1.006962428,1.001007464,1.013892202,1.002462348,1.006604131,0.997936018,1.03213203,0.997441658,0.985849984
2014-04-11,1.2892,71.84616,10.07,,,,16.61,14.27,469.8321,1638.43,4296.079,0.995909037,1.006878813,0.993649135,1.010894233,0.99180725,0.996390189,0.986089724,1.017925716,0.987281783,0.974511338
2014-04-14,1.296,72.12709,10.07,,,,16.61,14.28,468.7651,1644.36,4312.552,0.995217518,1.006562878,0.992752629,1.010262525,0.991078304,0.998958967,0.990703669,1.015551177,0.985286885,0.973318061
2014-04-15,1.2964,72.23114,10.06,,,,16.61,14.28,469.3835,1646.67,4318.845,0.990925671,1.00618239,0.989687998,1.009470242,0.98371959,0.997302105,0.996948617,1.007614926,0.974911514,0.959045844
2014-04-16,1.3076,73.03232,10.06,,,,16.61,14.28,468.675,1664.85,4366.733,0.994824862,1.006266081,0.995031349,1.012623491,0.988507335,1.007412524,1.007202058,1.018895047,0.976910738,0.959812996
2014-04-17,1.3099,73.25082,10.05,,,,16.6,14.27,468.2164,1669.81,4379.991,0.99725137,1.006207009,0.997259472,1.013099919,0.992419767,1.011074413,1.010558008,1.025904446,0.980565053,0.963547998
2014-04-22,1.3149,73.79188,10.04,,,,16.6,14.28,467.4344,1681.98,4412.316,0.999121232,1.005481049,0.999138894,1.013886908,0.995668901,1.018231648,1.018662227,1.038253913,0.981121444,0.962888785
2014-04-23,1.3108,73.68783,10.05,,,,16.61,14.28,468.3363,1679.25,4405.943,0.996865593,1.005339462,0.99803806,1.013571054,0.99136428,1.016142261,1.016178396,1.035617506,0.975847877,0.955804193
2014-04-24,1.3075,73.78148,10.06,,,,16.61,14.29,468.3452,1681.16,4411.114,0.997770503,1.005293806,0.99842683,1.013571054,0.993188027,1.017054936,1.017413861,1.037940192,0.977902342,0.958510851
2014-04-25,1.2971,73.32366,10.08,,,,16.61,14.28,469.1684,1670.76,4384.237,0.991833687,1.005258833,0.993842971,1.011991783,0.983020761,1.009691601,1.008209546,1.030168911,0.966646822,0.945476127
2014-04-28,1.2978,73.4173,10.07,,,,16.61,14.29,468.6611,1672.65,4389.554,0.989533917,1.005266644,0.991217669,1.010728366,0.97974734,1.010134103,1.007016351,1.030849347,0.96172366,0.939116988
2014-04-29,1.3062,73.85431,10.06,,,,16.61,14.29,468.4412,1682.38,4415.412,0.993669634,1.005328334,0.994929558,1.012307637,0.986397141,1.016529179,1.013988848,1.042066689,0.967819921,0.947383647
2014-04-30,1.3119,74.11443,10.08,,,,16.61,14.3,470.0404,1687.74,4430.671,0.990851616,1.005640889,0.993521198,1.012934052,0.9807841,1.016964272,1.018000117,1.044396585,0.958546925,0.935548692
2014-05-02,1.31,74.19767,10.09,,,,16.61,14.32,470.9143,1688.99,4434.961,0.994506699,1.006640823,0.997419827,1.014984458,0.985663769,1.01911523,1.01932212,1.045815146,0.964961471,0.942328143
2014-05-05,1.31,74.2497,10.11,,,,16.61,14.32,470.9074,1689.77,4438.004,0.992453601,1.00697214,0.995928505,1.014036895,0.981889428,1.018463073,1.020388999,1.044133356,0.959564462,0.935016056
2014-05-07,1.3056,74.0416,10.1,,,,16.62,14.34,472.54,1684.04,4424.655,0.98793178,1.007863449,0.991492102,1.013244612,0.974407515,1.014742923,1.014254243,1.041946297,0.950351152,0.924185803
2014-05-08,1.3098,74.18727,10.12,,,,16.63,14.36,472.6786,1686.79,4432.799,0.988778809,1.008266253,0.992171893,1.014347456,0.975625025,1.015781042,1.012809501,1.050513404,0.951032342,0.92406331
2014-05-09,1.3076,74.052,10.13,,,,16.63,14.36,470.8999,1683.36,4424.581,0.987815096,1.007975176,0.990841885,1.01229705,0.974593626,1.01450986,1.013529058,1.042145377,0.950751816,0.923117647
2014-05-12,1.3164,74.58266,10.13,,,,16.63,14.38,470.2243,1694.88,4456.013,0.993449049,1.007554289,0.995423377,1.013721041,0.984300513,1.022011069,1.023652742,1.048340947,0.961367425,0.937244856
2014-05-13,1.3203,74.72833,10.13,,,,16.63,14.39,470.4169,1697.99,4464.939,0.996568709,1.007780403,0.998798214,1.015771447,0.988762897,1.024255216,1.025907232,1.04921424,0.967087244,0.94191886
2014-05-14,1.3212,74.62428,10.15,,,,16.64,14.4,471.9364,1694.8,4458.835,1.000622408,1.00873867,1.002296349,1.019079976,0.99491271,1.02441137,1.021976018,1.048845077,0.97676381,0.951933293
2014-05-15,1.3173,74.07281,10.16,,,,16.64,14.38,472.7027,1682.34,4426.601,0.999809775,1.008917704,1.000713855,1.017350718,0.994183267,1.017700069,1.013517533,1.03933958,0.979548441,0.955251851
2014-05-16,1.3221,74.14565,10.18,,,,16.64,14.38,472.4338,1683.69,4430.87,0.998579773,1.009096809,0.999065174,1.016403155,0.992533799,1.018391102,1.0143495,1.036459796,0.977174692,0.95254171
2014-05-19,1.3219,74.2601,10.18,,,,16.64,14.39,472.608,1685.88,4437.381,0.998369522,1.009077374,0.998618399,1.016403155,0.99240994,1.020013805,1.018535605,1.037345925,0.975959126,0.951425253
2014-05-20,1.3141,73.91674,10.18,,,,16.65,14.39,471.9721,1678.01,4417.152,0.997817977,1.008583042,0.99743357,1.014042189,0.992332106,1.016170421,1.014066527,1.036741473,0.977411233,0.954691921
2014-05-21,1.3201,74.29132,10.17,,,,16.64,14.38,471.2766,1686.51,4440.344,0.999876059,1.008898873,0.999319647,1.015616166,0.99545796,1.02186677,1.019528361,1.040377704,0.979554679,0.958530187
2014-05-22,1.3223,74.57225,10.18,,,,16.64,14.37,470.9939,1692.36,4456.111,1.004470204,1.008848805,1.003682268,1.017511292,1.002717699,1.025877506,1.023950814,1.043086863,0.988517557,0.967193942
2014-05-23,1.3249,74.82197,10.18,,,,16.64,14.37,471.0685,1697.94,4471.063,1.006654009,1.008960843,1.005961986,1.019716978,1.005931998,1.02920501,1.02835309,1.044489491,0.991777119,0.970428344
2014-05-26,1.3282,74.82197,10.19,,,,16.64,14.37,471.0613,1703.18,4485.013,1.008162474,1.00934351,1.008269825,1.021922664,1.007405411,1.031470418,1.028305166,1.050057002,0.992740339,0.971725806
2014-05-27,1.3313,75.25898,10.19,,,,16.64,14.38,471.2713,1707.67,4496.968,1.008413309,1.009227471,1.008726114,1.022077945,1.007688664,1.034226372,1.034131484,1.054358857,0.991225974,0.970179308
2014-05-28,1.3286,75.19655,10.2,,,,16.65,14.38,472.5052,1706.15,4493.564,1.010962134,1.009580225,1.010956361,1.023812496,1.011664428,1.034426467,1.033885632,1.053457881,0.997250432,0.976460356
2014-05-29,1.3339,75.5087,10.2,,,,16.65,14.39,472.8473,1713.25,4512.665,1.010951471,1.010178981,1.011835453,1.024128351,1.010619672,1.037505148,1.038926576,1.055223511,0.994092162,0.97242857
2014-05-30,1.3335,75.59194,10.23,,,,16.65,14.4,472.8242,1715.18,4517.844,1.011888234,1.010136653,1.012824946,1.024444205,1.012037543,1.038188265,1.04076233,1.05517835,0.995815659,0.97596114
2014-06-03,1.3384,75.61275,10.23,,,,16.63,14.4,470.2409,1715.82,4520.22,1.014995224,1.008917552,1.015007477,1.024449499,1.01819197,1.039649449,1.041231961,1.051662355,1.005019823,0.986264029
2014-06-04,1.3386,75.7272,10.22,,,,16.63,14.4,469.7725,1717.76,4526.001,1.013314202,1.008400064,1.014141099,1.023501936,1.015240663,1.040351199,1.042504613,1.052196968,1.000221322,0.980815594
2014-06-05,1.346,76.07056,10.21,,,,16.64,14.42,470.5218,1725.6,4546.889,1.015214043,1.008888723,1.016066269,1.025391768,1.017874262,1.044763913,1.048784911,1.056270798,1.001783054,0.982389992
2014-06-06,1.3492,76.46595,10.22,,,,16.63,14.44,471.5786,1734.47,4570.664,1.01656669,1.010078851,1.018348355,1.028384443,1.018573612,1.049460327,1.05413151,1.065228445,0.999901469,0.978565616
2014-06-09,1.3517,76.52838,10.22,,,,16.63,14.45,471.1262,1735.98,4574.76,1.018401813,1.009983077,1.019643152,1.028700297,1.021870589,1.050375222,1.055987594,1.067261915,1.004110303,0.983802517
2014-06-10,1.3527,76.49717,10.26,,,,16.63,14.46,470.1845,1735.32,4573.109,1.020793901,1.009700293,1.020488015,1.027758028,1.026923773,1.051047643,1.056459762,1.06649297,1.011520467,0.992161406
2014-06-11,1.3505,76.34109,10.25,,,,16.63,14.46,470.5146,1731.2,4563.149,1.019925158,1.009299538,1.020056977,1.027442174,1.025456489,1.048002875,1.054233005,1.058502258,1.011343417,0.991625485
2014-06-12,1.3477,76.10178,10.25,,,,16.63,14.46,471.4395,1725.49,4548.596,1.019044864,1.009648468,1.019286473,1.027442174,1.023832029,1.045188389,1.047396716,1.058727055,1.010435744,0.990993397
2014-06-13,1.3495,76.18502,10.24,,,,16.63,14.46,471.0284,1727.21,4553.179,1.020349444,1.010038495,1.020379121,1.027442174,1.02579396,1.046583812,1.048617634,1.053660147,1.013501069,0.996768429
2014-06-16,1.3486,76.16421,10.24,,,,16.63,14.47,471.9462,1726.99,4552.633,1.019731874,1.009961203,1.019458651,1.027126319,1.02512893,1.045913963,1.049676034,1.050864904,1.012885358,0.996462085
2014-06-17,1.3481,76.22664,10.23,,,,16.63,14.48,470.5101,1728.74,4557.322,1.018237569,1.009179132,1.018132542,1.02633933,1.023120206,1.046793545,1.051664508,1.051948861,1.009290979,0.991815791
2014-06-18,1.3559,76.63243,10.21,,,,16.63,14.48,471.2542,1737.77,4581.475,1.01903424,1.009113135,1.019676955,1.027442174,1.023782376,1.051378646,1.058460288,1.054464363,1.007999617,0.990824343
2014-06-19,1.3607,77.12146,10.23,,,,16.63,14.51,472.883,1748.41,4609.762,1.022299954,1.010248958,1.024320416,1.030595423,1.027088923,1.055587312,1.061240628,1.062799589,1.0105258,0.990759415
2014-06-20,1.36,77.07984,10.23,,,,16.63,14.52,471.7904,1747.43,4607.224,1.021530301,1.009878934,1.023268426,1.029176725,1.026330591,1.055506558,1.062512906,1.060264566,1.009569181,0.99196166
2014-06-23,1.3572,77.03822,10.23,,,,16.63,14.53,472.5764,1746.29,4604.374,1.016812947,1.009958007,1.019773323,1.028384443,1.018077441,1.05216962,1.06319265,1.054712246,0.998671634,0.976686144
2014-06-24,1.352,76.66365,10.25,,,,16.64,14.53,472.7766,1737.82,4582.226,1.017144019,1.010237275,1.019449267,1.028700297,1.018957833,1.047698066,1.056522425,1.052528617,1.002179063,0.980556398
2014-06-25,1.3502,76.68625,10.25,,,,16.64,14.51,474.2397,1738.16,4583.572,1.016814384,1.010597801,1.019380731,1.02995842,1.018051551,1.046737288,1.060851276,1.044482196,1.001514524,0.980876365
2014-06-26,1.3498,76.6757,10.26,,,,16.64,14.51,474.6295,1737.27,4582.103,1.022006914,1.011157784,1.02335357,1.031221838,1.026690256,1.048241651,1.060849136,1.042105608,1.014331189,0.995216644
2014-06-27,1.3526,76.84443,10.26,,,,16.64,14.5,475.2981,1740.86,4591.839,1.022420838,1.011743065,1.02403193,1.032008826,1.026802048,1.049618039,1.06260795,1.044280421,1.013672626,0.995156997
2014-06-30,1.3538,76.94988,10.26,,,,16.64,14.5,476.265,1743.42,4598.664,1.023924061,1.012226537,1.025818484,1.032640535,1.028624461,1.050222045,1.063712061,1.045130469,1.015999543,0.996591252
2014-07-02,1.3631,77.56152,10.26,,,,16.63,14.51,474.2724,1756.96,4634.972,1.032593249,1.01183015,1.033435903,1.035012089,1.042974563,1.060934074,1.07107131,1.055305534,1.032618002,1.014535795
2014-07-03,1.3654,77.87788,10.26,,,,16.62,14.5,473.1644,1764.12,4653.933,1.034624813,1.011532282,1.035167397,1.035638989,1.046568974,1.065317471,1.07579672,1.062588036,1.035402099,1.017498798
2014-07-04,1.3646,77.87788,10.26,,,,16.62,14.5,473.1973,1763.44,4652.161,1.035319754,1.011517932,1.03574933,1.035638989,1.047757098,1.064901361,1.076866068,1.058227486,1.037705586,1.019702584
2014-07-07,1.3592,77.46661,10.27,,,,16.63,14.51,473.7684,1754.8,4629.525,1.033929728,1.011573739,1.033687884,1.035325539,1.046085516,1.058840936,1.072476739,1.049873085,1.038302741,1.020245346
2014-07-08,1.3528,76.9077,10.27,,,,16.63,14.51,474.9804,1741.64,4595.3,1.031855278,1.012142238,1.03123431,1.034698639,1.042815258,1.050821079,1.064195797,1.036258859,1.038148937,1.020238465
2014-07-09,1.3529,77.10806,10.28,,,,16.63,14.5,475.3526,1746.07,4607.192,1.027557679,1.012428282,1.02783483,1.032656612,1.035195709,1.051719679,1.06804772,1.035033014,1.026195408,1.006276593
2014-07-10,1.3458,76.60188,10.29,,,,16.63,14.46,475.3548,1734.5,4576.73,1.026864301,1.012502917,1.026135893,1.031241486,1.034873559,1.046009334,1.064429795,1.022489778,1.029166689,1.009689208
2014-07-11,1.343,76.6757,10.28,,,,16.63,14.47,475.5662,1736.02,4580.913,1.026617083,1.012548272,1.025962641,1.031716262,1.034400928,1.04647236,1.064738999,1.024071601,1.028104817,1.00986253
2014-07-14,1.3508,77.16079,10.29,,,,16.63,14.47,475.4074,1747.06,4610.036,1.030035415,1.012611971,1.029493783,1.034233065,1.039632195,1.052725006,1.070226338,1.033281265,1.032541135,1.014603932
2014-07-15,1.3484,76.9077,10.29,,,,16.63,14.44,474.6368,1741.46,4595.271,1.030503628,1.012292347,1.02957088,1.034233065,1.040861594,1.050444482,1.069224801,1.027489674,1.03580489,1.018256808
2014-07-16,1.3507,77.35061,10.28,,,,16.62,14.43,474.53,1751.51,4622.107,1.032545851,1.012307956,1.032067661,1.036122967,1.043688936,1.055819317,1.072064308,1.038757652,1.036926934,1.020152926
2014-07-17,1.341,76.63352,10.29,,,,16.62,14.39,475.346,1735.11,4578.99,1.029887538,1.012641772,1.02922194,1.034233065,1.039482974,1.047128048,1.061741778,1.028352418,1.035382414,1.018166539
2014-07-18,1.3447,77.04479,10.28,,,,16.61,14.37,475.2968,1744.31,4603.29,1.02958331,1.012747869,1.029000472,1.034869167,1.038879414,1.051936862,1.069023978,1.026652509,1.032607269,1.014623029
2014-07-21,1.3415,76.85497,10.28,,,,16.61,14.36,475.7398,1740.13,4592.308,1.028658436,1.01294126,1.028037586,1.033767491,1.037350373,1.049458383,1.069729052,1.022692814,1.03133991,1.011972142
2014-07-22,1.3507,77.31897,10.27,,,,16.62,14.37,475.1007,1750.78,4620.531,1.035515356,1.013116996,1.034006613,1.036911193,1.048710916,1.057145088,1.074308836,1.031285022,1.044795845,1.028207191
2014-07-23,1.3538,77.46661,10.27,,,,16.62,14.39,475.3903,1754.12,4629.543,1.039091211,1.013521096,1.036856632,1.03863977,1.054668802,1.060076474,1.077491931,1.033395436,1.052328577,1.037242626
